,rep_no,cnf_prd,aff_dt,gwrk_typs,claim_val,title,rep_yr,wrk_yr,conf_ldate,conf_adate,aff_ndate,aff_adate,page_ct,prpty_nm,nts_maps,bcgs_maps,lat83_deg,lat83_min,lat83_sec,lon83_deg,lon83_min,lon83_sec,zone83,north83,east83,lat83,long83,com_cds,camp_cd,geo_sum,reg_geo,info_cls,mdiv_cds,mdiv_nmx,mdiv_nms,claim_nmx,minf_nox,camp_nm,claim_nms,gwrk_nmx,gwrk_nms,rel_ars,oper_nms,own_nms,auth_nms,com_nms,kwl_nms,MERG_SPENT,DOLL_INX,doll_86,CPIdex1992,doll_92,CPIdex2002,doll_02,URL
38,26083,1.0,1999/11/17,PROS:,1500,Prospecting Report on the Zeb Oro Property,1999,1999.0,,2000-11-17,,1999/11/17,9,Zeb Oro,092L02W:,092L006,50,1,55,126,48,50,9,5544472,656562,50.031944,-126.81388899999999,AU:,29.0,,VAN,4.0,ALBI:,Alberni,Alberni,Zeb Oro,"092L  022, 092L  023, 092L  024, 092L  025, 092L  026, 092L  027, 092L  130",Zeballos - Kyuquot Area,Zeb Oro,Prospecting,Prospecting,"03056, 03057",Zeb Oro Explorations Inc.,"Skoda, Edward","Skoda, Edward",Gold,"Quartz diorites, Diorites, Andesites",1500.0,1.416,1059.322034,1.112,1348.920863,0.9440000000000001,1588.983051,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26083
44,26084,1.0,1999/11/22,PROS:,1600,Prospecting Report on the Rubincon Property,1999,1999.0,,2000-11-22,,1999/11/22,9,Rubincon,092L02W:,092L007,50,0,38,126,45,21,9,5542217,660791,50.010556,-126.75583300000001,AU:,29.0,,VAN,4.0,ALBI:,Alberni,Alberni,Rubincon,092L  294,Zeballos - Kyuquot Area,Rubincon,Prospecting,Prospecting,12770,Rubincon Ventures Inc.,"Skoda, Edward","Skoda, Edward",Gold,Quartz diorites,1600.0,1.416,1129.943503,1.112,1438.848921,0.9440000000000001,1694.915254,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26084
66,26082,1.0,1999/11/22,PROS:,1800,Prospecting Report on the Zeb Au Property,1999,1999.0,,2000-11-22,,1999/11/22,8,Zeb Au,092L02W:,092L007,50,4,16,126,47,58,9,5548857,657468,50.071111,-126.799444,AU:,29.0,,VAN,4.0,ALBI:,Alberni,Alberni,Zeb Au,"092L  039, 092L  145",Zeballos - Kyuquot Area,Zeb Au,Prospecting,Prospecting,,Zeballos Mining Company,"Skoda, Edward","Skoda, Edward",Gold,"Limestones, Andesites",1800.0,1.416,1271.186441,1.112,1618.7050359999998,0.9440000000000001,1906.779661,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26082
257,26086,1.0,1999/8/20,GEOC:,3600,Geochemical Report on the King Property,1999,1999.0,,2000-08-20,,1999/8/20,25,King,092F02E:,092F017,49,6,59,124,36,30,10,5441640,382639,49.116389,-124.608333,,24.0,,VAN,3.0,ALBI:,Alberni,Alberni,"King,<br>King 1","092F  429, 092F  385, 092F  082, 092F  437",Sicker Belt,"King, King 1",Geochemical,Geochemical,"05354, 06138, 06643, 07600, 10194, 11988, 17222, 18400",Mandalay Resources Corporation,"Ruza, Lenka","Adamec, J. Duro",,"Paleozoic, Sicker Group, Pillow breccias, Agglomerates, Lapilli tuffs, Pillow basalts",5043.5,1.416,3561.7937850000003,1.112,4535.521583,0.9440000000000001,5342.690678,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26086
275,26312,1.0,2000/1/18,GEOL:,2000,Geological Assessment Report on the Monteith Bay Pyrophyllite Project,2000,1999.0,,2001-01-18,,2000/1/18,34,Monteith Pyrophyllite,092L03W:,092L014,50,7,34,127,17,6,9,5554061,622584,50.126111,-127.285,PL:,29.0,,NAN,3.0,ALBI:,Alberni,Alberni,Easy Three,"092L  117, 092L  343",Zeballos - Kyuquot Area,Easy Three,Geological,Geological,"04539, 08279, 11374, 12681, 23837",Homegold Resources Ltd.,"Shearer, Johan Tom FMC 124452","Shearer, Johan Tom FMC 124452",Pyrophyllite,"Jurassic, Bonanza Group, Andesites, Pyrophyllite, Clays",5542.5,1.4409999999999998,3846.2873,1.133,4891.879965,0.961,5767.429761,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26312
351,26412,1.0,2000/9/14,PROS:,6000,Magnetic Surveys on the Thunder Property,2000,1999.0,,2001-09-14,,2000/9/14,15,Thunder,092F05E:,092F033,49,21,51,125,34,4,10,5471111,313569,49.364167,-125.567778,,25.0,,NAN,3.0,ALBI:,Alberni,Alberni,Thunder 4-6,"092F  067, 092F  449, 092F  450",Tofino - Kennedy River Area,Thunder 4-6,Prospecting,Prospecting,"09378, 12623, 16450, 19374, 20474, 24426","Telegus, John; Salmon, Simon","Telegus, John; Salmon, Simon","Telegus, John",,"Triassic-Jurassic, Karmutsen Formation, Island Intrusions, Granodiorites, Quartz diorites, Andesites, Pyrite, Galena, Chalcopyrite",7098.63,1.4409999999999998,4926.183206000001,1.133,6265.339806,0.961,7386.711759000001,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26412
354,25998,1.0,1999/8/31,GEOC:,4800,Assessment Report on the Tuzex Property,1999,1999.0,,2000-08-31,,1999/8/31,104,Tuzex,092C15E:,092C087,48,52,59,124,41,5,10,5415824,376489,48.883055999999996,-124.684722,CU:PB:ZN:AG:AU:,23.0,,VAN,3.0,ALBI:,Alberni,Alberni,"Tuzex,<br>Tuzex 1-2","092C  119, 092C  132",Sarita - Gordon River Area,"Tuzex, Tuzex 1-2",Geochemical,Geochemical,"02195, 04279, 07731, 11143, 13704, 17406, 17566, 19849, 21336, 21424, 24159, 24799, 25252, 25691","Wahl, Herbert Joseph (FMC# 128059); Ruza, Jaroslav","Wahl, Herbert Joseph (FMC# 128059); Ruza, Jaroslav","Wahl, Herbert Joseph (FMC# 128059)","Copper, Lead, Zinc, Silver, Gold","Jurassic, Bonanza Group, Flow breccias, Dacitic tuffs, Pyrite, Sphalerite, Pyrrhotite, Chalcopyrite",7095.89,1.416,5011.221751,1.112,6381.196043,0.9440000000000001,7516.832627,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25998
464,26394,1.0,2000/9/5,PROS:,4000,Prospecting Report on the Elisir Property,2000,1999.0,,2001-09-05,,2000/9/5,50,Elisir,092E16W:,9.20E+90,49,52,59,126,23,55,9,5528874,686875,49.883055999999996,-126.39861100000002,CU:NI:CO:DI:,,,NAN,3.0,ALBI:,Alberni,Alberni,Elisir 2,,,Elisir 2,Prospecting,Prospecting,,"Specogna, Efrem","Specogna, Efrem","Specogna, Efrem","Copper, Nickel, Cobalt, Diamond","Devonian, Sicker Group, Fragmentals, Felsic volcanics",10277.0,1.4409999999999998,7131.8528799999995,1.133,9070.609003,0.961,10694.06868,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26394
558,26208,1.0,2000/3/27,GEOL:GEOC:,18400,Exploration Program on the Lucky Property,2000,1999.0,,2001-03-27,,2000/3/27,84,Lucky,092F03W:,092F014,49,5,59,125,21,5,10,5441204,328364,49.099722,-125.35138899999998,CU:AU:PB:ZN:AG:,25.0,,NAN,3.0,ALBI:,Alberni,Alberni,"Wick,<br>KZ,<br>Toq 3-7,<br>KX,<br>SP 1-4,<br>K6","092F  542, 092F  034, 092F  372, 092F  485, 092F  538, 092F  540",Tofino - Kennedy River Area,"Wick, KZ, Toq 3-7, KX, SP 1-4, K6","Geological,<br>Geochemical","Geological, Geochemical","05387, 06146, 10626, 11545, 12318, 12545, 12580, 13642, 14188, 14658, 15685, 17108, 17224, 18491, 18567, 19826, 22163, 22300, 22592, 23004, 23312, 23668, 24252, 24306, 24784, 25429, 25829",Electrum Resource Corp. (FMC 107591),Electrum Resource Corp. (FMC 107591),"Ronning, Peter A.","Copper, Gold, Lead, Zinc, Silver","Triassic, Triassic, Karmutsen Formation, Triassic, Karmutsen Formation, Pillow basalts, Basalts, Triassic, Karmutsen Formation, Quartz veins, Pillow basalts, Pyrite, Basalts, Gold, Chalcopyrite, Karmutsen Formation, Pillow basalts, Sphalerite, Galena, Quartz veins, Pillow basalts, Pyrite, Basalts, Gold, Basalts, Chalcopyrite, Quartz veins, Quartz veins, Pyrite, Pyrite, Gold, Gold, Chalcopyrite, Chalcopyrite",14200.0,1.4409999999999998,9854.26787,1.133,12533.09797,0.961,14776.27471,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26208
750,26206,1.0,2000/1/21,DRIL:GEOC:,33400,Diamond Drilling Report on the Tay Property,2000,1999.0,,2001-01-21,,2000/1/21,27,Tay,092F06E:092F06W:,092F034,49,17,59,125,16,5,10,5463250,335113,49.299721999999996,-125.268056,,25.0,,NAN,3.0,ALBI:,Alberni,Alberni,"Abraham 1-2,<br>S&P 1",092F  212,Tofino - Kennedy River Area,"Abraham 1-2, S&P 1","Drilling,<br>Geochemical","Drilling, Geochemical","05698, 07191, 07963, 09596, 11726, 14121, 14601, 16705, 17037, 17088, 18395, 21692, 23808, 24671",Dalmatian Resources Ltd.,Dalmatian Resources Ltd.,"Skopos, Michael J.",,"Triassic, Karmutsen Formation, Pillow basalts, Breccias",45130.0,1.4409999999999998,31318.5288,1.133,39832.30362,0.961,46961.498439999996,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26206
